-3.245269596,-0.47375032
2.377048147,-0.245718372
0.368536747,1.449274859
1.725188794,0.374350177
-1.443666312,0.64207302
-4.929794373,0.711627258
1.764606059,0.338297824
-3.939673451,-0.166618166
1.711635868,0.379529534
-0.34779406,1.405709166
1.574124729,0.487631065
1.910413068,0.208770031
0.395324103,1.439404457
-0.014745321,1.515519919
3.263560883,-0.467670002
-4.831748287,0.62768675
3.774827303,-0.308910987
4.652981622,0.43467589
0.90720439,1.117900504
-0.536988985,1.374966455
4.193760289,0.00822357
-0.696561906,1.280799998
2.752644819,-0.40105195
-4.286726971,0.103825896
-4.580623941,0.364659515
-4.854776636,0.641314058
1.787756072,0.295405842
-0.110716818,1.498859808
0.088721972,1.530392589
-2.528751245,-0.333717729
2.225239584,-0.097920141
4.211553499,0.002594698
-0.150923786,1.515549836
3.323946471,-0.488975248
3.5652456,-0.419661037
-2.187393491,-0.06630724
-0.737002281,1.270384617
-4.764005516,0.547663146
-3.142595623,-0.460947992
0.245046639,1.427833319
2.9702568,-0.476359679
-4.325582518,0.133152342
-0.816400864,1.189735681
2.125078726,-0.016436705
-4.2307462,0.020550528
0.826742192,1.136676511
3.65491397,-0.349414053
1.743777222,0.314783089
4.041825742,-0.138064993
1.354911378,0.739396121
-2.354312311,-0.225959498
-4.207575726,0.030985401
-2.672090153,-0.356823417
1.73810408,0.334966465
2.203174028,-0.085433065
4.051130868,-0.099761142
1.71567347,0.357919371
-0.077484556,1.474631283
-4.365794736,0.192329372
1.696712873,0.367002075
-2.285646359,-0.174639773
-1.710894662,0.365197284
-4.125513016,-0.037980221
3.189530518,-0.489188822
-2.125203165,-0.050664692
3.800116609,-0.287383068
-3.491386138,-0.419929281
-2.924774455,-0.476188482
2.504399973,-0.293497509
-1.525859384,0.554835221
-4.045087153,-0.089515172
-0.678296053,1.285638603
1.167216116,0.886495108
-4.2350066,0.021120837
-3.19694551,-0.501450609
3.650219234,-0.413849607
2.946291606,-0.471917508
1.145128407,0.904714242
3.732822551,-0.346945511
4.775577548,0.509175831
0.650944479,1.263812717
-1.186863152,0.862947545
1.343684057,0.698150545
3.016781742,-0.473798246
3.548023884,-0.429554282
